review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1127699829,4,4,4,bashiba,Oatmeal Stout,4,4,Oatmeal Stout,5.1,4312
1154787509,4,3.5,4,peabody,Tripel,4,4.5,Chimay Tripel (White),8,1346
1129684487,4.5,4,4.5,ZAP,Märzen / Oktoberfest,4.5,4.5,Oktoberfest,,26392
1118371841,4,3,3,kmpitz2,German Pilsener,3,3,Veltins Pilsner,4.8,458
1257287032,3,2.5,4.5,deltatauhobbit,English Bitter,4,3,Basement Bitter,4,53897
1227493364,4,4.5,3.5,joehawk333,English Brown Ale,4,4.5,Ring Neck Braun Ale,6.8,39081
1264610745,5,4,4.5,jlindros,Hefeweizen,4.5,4.5,Weihenstephaner Hefeweissbier,5.4,731
1230925268,5,4.5,4,Buebie,Baltic Porter,4.5,4.5,Smoke,8.2,39917
1264365150,3.5,3,3.5,smcolw,Tripel,3,3.5,Monk's Uncle Tripel,9,34590
1272316527,4.5,4.5,3,seanyfo,Fruit / Vegetable Beer,4.5,4.5,Glühkriek,6,2468
1233027540,4,3,3.5,dancinwillie,American IPA,3.5,3.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
1190224419,4,4,3.5,beerhermit,Märzen / Oktoberfest,3.5,4,Dogtoberfest,5.3,19651
1308186453,4,4.5,3.5,TheBeerAlmanac,American Double / Imperial IPA,4,4.5,Stone Ruination IPA,7.7,4083
1289155786,3.5,4,4,Kinsman,Bock,4,4,Samuel Adams Chocolate Bock,5.8,14309
1218632715,4,4,4.5,nickynick,Doppelbock,4,4.5,Dopple Bock,7.85,998
1176944450,3.5,2.5,2,lacqueredmouse,English Strong Ale,3,3.5,Mandalay Strong Ale,6.5,36403
1140748339,4.5,4.5,4.5,wl0307,Tripel,4.5,4.5,Tripel Karmeliet,8.4,656
1244743216,3,2,3,kingcrowing,Vienna Lager,3,2.5,Dos Equis Amber Lager,4.5,171
1261720507,4,4,4.5,Tdizzle,American Brown Ale,4,3.5,Christmas Ale,6.2,1999
1201318874,4,4,4,JohnGalt1,Munich Dunkel Lager,4,4,Ayinger Altbairisch Dunkel,5,134
1166148729,4,3.5,3.5,Wasatch,American Double / Imperial IPA,4,4,Steelhead Double India Pale Ale,8.6,29078
1297910287,3,4,3.5,yeahnatenelson,Oatmeal Stout,2,3.5,Dark Horse One Oatmeal Stout Ale,8,5490
1241045367,4,5,4.5,KUpolo,American Double / Imperial Stout,5,5,Bourbon County Brand Stout,14.5,10672
1048976173,3.5,4,3,beerluvr,Smoked Beer,3.5,4,Smoke Ale,6,357
1282413589,4,3.5,4,smcolw,Euro Dark Lager,3,4.5,Tri Martolod Brune,6.5,41994
1300236344,4.5,4,4,GbVDave,American IPA,4,4,Yes Sir! Senator! IPA,6.5,66847
1109301238,1,1.5,2,mynie,American Adjunct Lager,2.5,2,Old Milwaukee Beer,4.6,1332
1224635965,4,4,4,sleazo,American Porter,4,4,Pleasantville Smoked Porter,6.4,28296
1248663161,4,4,4,Lolli1315,American Stout,4,4,Bell's Kalamazoo Stout,6,1117
1217200452,4,3,4,roadhouse,Belgian Dark Ale,3.5,4,Noire De Chambly / Chambly Noire,6.2,26072
1235608785,4,4,4,Yetiman420,Weizenbock,4.5,4,Avery Anniversary Ale - Thirteen,9.5,30323
1216076761,4,3.5,4,jdaelhousen,Rye Beer,3,4,Harpoon Old Rusty's Red Rye Ale (100 Barrel Series #23),6.5,42728
1243558055,4,4.5,4.5,duncan9idaho,American Double / Imperial IPA,4.5,5,Racer X,9,8037
1242696162,3.5,3.5,3,treyrab,Milk / Sweet Stout,3,3,Duck-Rabbit Milk Stout,5.7,20216
1264366672,3.5,2.5,3,pwoods,Scottish Ale,2.5,3,MacPelican's Scottish Style Ale,5,12015
1262133074,3.5,2.5,4,twiggamortis420,American Adjunct Lager,3,3,Old Milwaukee Beer,4.6,1332
1243625689,4,3.5,3,robbyc1,American Adjunct Lager,3,3.5,Simpler Times Lager,6.2,45308
1185925909,4.5,4,4,Gash,Altbier,4.5,4,Double Bag,7.2,273
1318993215,4.5,4,4,chalsk,American Wild Ale,4.5,4.5,Brute,6.5,43335
1292788416,4,3,4,DrinkingDrake,American Porter,3.5,3,Porter,5.2,10433
1302386418,4,3.5,4,Hojaminbag,American Double / Imperial Stout,4,3.5,Coffee Stout (Brewmaster Series),8,47454
1196440578,4.5,4.5,4.5,DarkerTheBetter,Russian Imperial Stout,4,4,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
1276829908,3,3.5,4,TLJ,Quadrupel (Quad),3.5,3.5,Baby Tree,9,49299
1189658017,4,4,4,kkipple,Russian Imperial Stout,3.5,4,Stone Imperial Russian Stout,10.5,1160
1274138710,4.5,3.5,4,thatguy3579,American Porter,4,4,Bully! Porter,5.2,1262
1320279656,4.5,3.5,4.5,claaark13,American Double / Imperial Stout,4.5,4.5,Founders CBS Imperial Stout,10.6,47658
1146192228,3.5,4,3,barknee,Hefeweizen,3,3,Saranac Hefeweizen,5.6,6799
1253841533,3.5,3.5,4,BeerSox,Extra Special / Strong Bitter (ESB),3.5,3.5,Sweetwater Motor Boat,5.6,44595
1314469323,4,4.5,3,Guden,Dubbel,5,4,Belgian Style Dubbel,7,1027
1245707543,4,4,4,ATPete,American Pale Wheat Ale,3.5,4,ÜberSun (Imperial Summer Wheat Beer),8,37672
1159372478,3,3,3.5,Higravity,American Brown Ale,3,2.5,Anniversary Ale,6,31939
1178578439,3.5,3,4,BuckeyeNation,Belgian Strong Dark Ale,3.5,3.5,Cerveza Jerome Roja,6,35177
1308375044,3.5,3.5,4.5,drewba,American IPA,3.5,3.5,Modus Hoperandi,6.8,48243
1238117853,3,3,3,Florida9,American Pale Ale (APA),3,3.5,Founders Pale Ale,5.4,4073
1251307737,3.5,3.5,3,Viggo,Oatmeal Stout,3.5,3.5,Red Racer Stout,4.2,32687
1268701121,2,2,2,Wasatch,American Malt Liquor,2,2,Colt 45 Malt Liquor,5.61,1334
1215186144,2.5,3,3.5,TheManiacalOne,Rye Beer,3,3,Harpoon Old Rusty's Red Rye Ale (100 Barrel Series #23),6.5,42728
1248740644,3.5,3.5,3.5,goblue3509,Hefeweizen,3.5,3.5,Hefeweizen,5,30099
1231480906,4.5,3,3.5,HalfFull,Kölsch,4,3.5,Pale Ale,5,696
1288547374,4,3.5,3,mattgreger,American Porter,3.5,3,Samuel Adams Holiday Porter,5.8,20564
1196566860,4,4,2.5,superbeeje,English Brown Ale,4,4,Bald Eagle Brown,5.5,9614
1057675301,4,3,3,jlervine,Euro Pale Lager,3.5,3.5,Baltika #3 Classic,4.8,2634
1208395249,4,4,4,Tyrawlings,American Black Ale,4,4.5,Stone Sublimely Self-Righteous Ale,8.7,38470
1232517912,5,4.5,5,jonziefle,Oatmeal Stout,4.5,4.5,Shakespeare Oatmeal Stout,6.1,56973
1070958695,3.5,4.5,4.5,feloniousmonk,American Barleywine,4.5,4.5,Bearded Pat's Barleywine,11,3003
1174051414,4,4,4,Onibubba,Belgian Strong Dark Ale,4,4.5,Collaboration Not Litigation Ale,8.72,34877
1273880456,4,4,4.5,al3,American Amber / Red Ale,4,3.5,5 A.M. Saint,5,55191
1255400909,3.5,3,3.5,northyorksammy,Euro Pale Lager,3.5,3.5,Phil's Pils,5.2,36846
1074456094,4,4,4.5,Boto,Milk / Sweet Stout,4,4,Triple Chocolate Stout,,14439
1314230459,4,5,4.5,engagechad,American Double / Imperial Stout,4.5,4,Fifteen,10.8,59214
1318054349,3.5,3.5,4,ehammond1,Märzen / Oktoberfest,3.5,3.5,Karl Strauss Oktoberfest Beer,5,1512
1179430854,4.5,4.5,4,weeare138,Russian Imperial Stout,4.5,4.5,Plead The 5th Imperial Stout,12,45073
1316924889,4,4,4.5,zaphodchak,Fruit / Vegetable Beer,3.5,4.5,Lips Of Faith - Kick,8.5,71919
1175752726,4.5,4.5,4.5,harris020106,Saison / Farmhouse Ale,4.5,4.5,Hennepin (Farmhouse Saison),7.7,141
1256169628,4.5,4.5,4,confer,Märzen / Oktoberfest,4,4.5,Stoudt's Fest,4.75,1154
1230393652,4,4.5,4.5,cvstrickland,Weizenbock,4.5,4.5,Unplugged Imperial Weizen,9.6,40956
1267537624,3,3,2.5,mrmanning,Herbed / Spiced Beer,3,3,Blanche A L'Absynthe,5,43039
1072840140,4,4,4.5,RoyalT,American Stout,4,4,Pike Street XXXXX Stout,7,966
1247196954,4,3.5,4,katan,American Stout,4,3.5,Coffee Stout,5.75,2810
1192556192,4,3.5,4,Phatz,German Pilsener,3.5,3.5,The Drafting Room 13th Anniversary Lager,8,37373
1309712493,3.5,4,3.5,socon67,Kölsch,3.5,3.5,Samuel Adams East-West Kölsch,5.01,67040
1305929333,2,4,4,tbeckett,Saison / Farmhouse Ale,2.5,2,Saison De Dottignies,5.5,58235
1255557799,4,3.5,4,biboergosum,English Strong Ale,4,4,Triple Matured Oak Aged Beer (Limited Edition),7.2,46016
1222032524,3.5,4,3.5,itcomesnpints,Doppelbock,4,4.5,Spaten Optimator,7.6,99
1238103276,4.5,4.5,4,ccrida,Quadrupel (Quad),5,4.5,Val-Dieu Grand Cru,10.5,34084
1310434560,3.5,3.5,4,rwathree,American Pale Wheat Ale,4,3.5,Bell's Oberon Ale,5.8,1094
1258875039,4,3.5,4,JRed,American Double / Imperial Stout,4,4.5,Oat (Imperial Oatmeal Stout),11,21100
1266371657,4,3.5,3.5,mostpoetsdo,American Porter,3.5,4,Old Leghumper,6.7,27857
1172887905,4,4.5,3,barefootbrewer,Old Ale,4,4.5,Hibernation Ale,8.7,1446
1296881146,5,5,5,bluemoundshines,American Adjunct Lager,5,5,Point Special,4.5,2811
1108430972,3,2,2,steinlifter,American Adjunct Lager,2,2,Sol,4.5,2803
1258147284,3,3,3.5,CHSLBrew,American Amber / Red Lager,3.5,2.5,Trader Jose's Dark Lager,,40888
1324248117,4,4,3.5,trxxpaxxs,Pumpkin Ale,4,4,Oak Aged Pumking,8.6,76348
1306366767,4,4,3.5,claytong,American IPA,3.5,4,Ranger,6.5,55081
1286586744,4,4,3.5,paco1029384756,Extra Special / Strong Bitter (ESB),4,4.5,Harvest Ale,6.7,13637
1236821293,4.5,4.5,4.5,drtth,Russian Imperial Stout,4,5,Stone Imperial Russian Stout,10.5,1160
1301361627,5,4,5,yuenglingfan101,American Porter,5,5,Founders Porter,6.5,7348
1257561562,3.5,4,4,abuliarose,American Double / Imperial Stout,5,4,Mokah,11.2,49286
1120156369,3,3.5,3.5,pauliman,American Pale Ale (APA),2.5,3,Doggie Style Classic Pale Ale,5.5,1213
1237255601,4.5,4.5,4.5,ffejherb,American Double / Imperial Stout,5,4.5,Founders KBS (Kentucky Breakfast Stout),11.2,19960
1299704106,5,5,4.5,ZX6girl,American Double / Imperial Stout,5,4.5,Churchill's Finest Hour 2011,11,67034
1250116799,4.5,5,4.5,sweemzander,Dunkelweizen,4.5,4.5,Black Wheat,5.7,21802
1290300325,4.5,4,3,philosobeer,Belgian Pale Ale,4,4,It's Alright!,4.5,47562
1110271139,4,4,4.5,RushLimbmalt,Milk / Sweet Stout,4,4,Sheaf Stout,5.7,1992
1134254671,4,4,4.5,Shovelbum,Russian Imperial Stout,4,4.5,Dragonslayer,9.5,2004
1306536387,3.5,3.5,3.5,stercomm,Berliner Weissbier,3.5,3.5,Hottenroth Berliner Weisse,3.1,43889
1111283545,4,3,3.5,pentathlete,Euro Pale Lager,4,3.5,Kells Irish Style Lager,5,6314
1133099113,3,4,5,Pineywoodsrooter,Belgian Strong Dark Ale,4.5,4,The Beast Grand Cru,16.83,15619
1316564865,4,4,4.5,Gobigvt7,Russian Imperial Stout,4,4.5,Imperial Stout (formerly Russian Imperial Stout),8,65720
1225503842,4,4,4.5,tadowdaddy,American Double / Imperial IPA,4,4,Stoudt's Double IPA (India Pale Ale),10,20470
1254530230,4,4.5,4.5,TurdFurgison,Belgian IPA,4.5,4.5,Hop Master's Abbey Belgian-Style Double IPA,8.5,51917
1060907220,4,4,4.5,spaceboy,Tripel,4,4,Trappist Achel 8° Blond,8,2948
1293665869,4,3.5,3.5,SickGnar,American Dark Wheat Ale,3,3.5,Lunar,5.1,34724
1149566308,4,3,3.5,SilentSabre,Extra Special / Strong Bitter (ESB),3,3,Old Izaak,5,20
1116996764,4,3.5,3,Nectar,Munich Dunkel Lager,3.5,3.5,Ayinger Altbairisch Dunkel,5,134
1200123225,4,4,3.5,jasonjlewis,American Stout,4,4,Highland Black Mocha Stout,5.6,6373
1314741126,3.5,3.5,4,avaldivia,English Brown Ale,3.5,3.5,Bell's Best Brown,5.8,1924
1297225340,4.5,3.5,4,4DAloveofSTOUT,Saison / Farmhouse Ale,4,3.5,Sofie,6.5,48824
1292992770,4.5,4,4,yourefragile,American Stout,4,3.5,Coffee Stout,5.75,2810
1325644054,4,4,3.5,beyah,English Brown Ale,4,4,Geary's Autumn Ale,5.8,12086
1275086698,3.5,4,4.5,movingtrain,American Double / Imperial IPA,3.5,3.5,Great Lakes Lake Erie Monster,9.1,18421
1273853295,2,3.5,4,ekmoody,Oatmeal Stout,1.5,2.5,That's What I'm Talkin' 'Bout Rolled Oat Stout,6,10193
1133356032,4,3,3.5,scottyf1,Irish Red Ale,3,3.5,Smithwick's Ale,4.5,1822
1191196746,3,2.5,4,CAMRAhardliner,American Amber / Red Lager,2.5,2.5,Faxe Red,5,29255
1255287779,3.5,5,4,berkey,Quadrupel (Quad),4.5,3.5,Baby Tree,9,49299
1276134976,4,4,3.5,akorsak,Hefeweizen,3.5,4,Edelweizen,5.2,59047
1308057259,4,4,4,rhoadsrage,Dunkelweizen,4,4.5,Lips Of Faith - Dunkel Weiss,9,66052
1206504431,3.5,4,4,kcillini77,Doppelbock,4,4,Samuel Adams Double Bock (Imperial Series),9.5,47785
1258499360,4,4,4,Brandt,Belgian Strong Pale Ale,4,4.5,Mythical White,7,5070
1140430390,4.5,4,3.5,pjwilson,American Pale Ale (APA),4,4,Pale Ale,5.5,2720
1150592400,4.5,4.5,4,jpm30,American IPA,4,4.5,Hop Hearty Ale,6.1,1956
1232295403,3.5,3,3.5,tiffanya,Old Ale,3,3.5,Gale's Conquest Ale Master Brew,9,679
1321322701,5,5,5,tzieser,American Double / Imperial IPA,5,5,Double Sunshine IPA,8,64545
1287953895,4.5,5,4.5,scottfrie,American IPA,4.5,4.5,Nelson,7.1,32286
1073369239,4.5,5,3.5,pezoids,American Pale Ale (APA),3.5,4.5,Poleeko Gold Pale Ale,5.5,608
1279517131,4,4,4,Mora2000,Schwarzbier,4,4,Coffee Tim,,60180
1284086588,3,3,3,salvo,American Double / Imperial IPA,3,3.5,Hopkilla,,61749
1092932896,4,3,3,meathookjones,Czech Pilsener,3.5,3.5,Gold Star Pilsner,5.5,9092
1214025707,3,3.5,3.5,Gueuzedude,Saison / Farmhouse Ale,4,4,Imperial Cherry Saison,10.1,43098
1233721972,4.5,2.5,3.5,jgap,American IPA,4,4.5,Sierra Nevada Celebration Ale,6.8,1904
1217220657,3,3.5,3,vurt,Belgian Pale Ale,3,3.5,Eisenbahn S.A.P.A. (South American Pale Ale),5.1,33926
1161695321,4,3,3.5,treehugger02010,Altbier,4,3,Organic Münster Alt,5.1,80
1265072342,4,2,3,bishopdc0,Belgian Pale Ale,2,2.5,Blue Moon Pale Moon,5.4,42887
1288226515,4,3.5,4.5,nickhiller,American IPA,4,4,Sierra Nevada Celebration Ale,6.8,1904
1209788502,5,4,3.5,woodychandler,American Amber / Red Ale,4,4.5,Gastown Amber Ale,5.5,11453
1257206395,4,3.5,3.5,PintOHops,Baltic Porter,3,3.5,Gonzo Imperial Porter,9.2,24071
1103905775,4.5,4,4,BuckeyeNation,English Pale Mild Ale,4.5,4,Mild Ale,4.8,9668
1099878439,3,3,3,NJpadreFan,Märzen / Oktoberfest,3.5,3,Saranac Marzenbier,5.6,20664
1295503616,1,1,3,Satchboogie,Euro Pale Lager,2,1,Heineken Lager Beer,5,246
1083163351,3,3.5,4,ADR,Extra Special / Strong Bitter (ESB),3,3,Organic ESB,5.42,2843
1233603092,3.5,3,3.5,Stimack,American Barleywine,3.5,3.5,Killer Penguin Barleywine,10,9845
1292150961,4,4,3.5,thepeter,Fruit / Vegetable Beer,3.5,3.5,Cuvee-Brut,6,56130
1157645753,4.5,4.5,4,Illinick,English India Pale Ale (IPA),4.5,4.5,Great Lakes Commodore Perry IPA,7.5,1575
1121799832,4.5,4.5,4.5,francisweizen,Russian Imperial Stout,4.5,4.5,Founders Imperial Stout,10.5,21822
1098756033,3,3.5,4,Trentonator,Märzen / Oktoberfest,3,3,Bob's '47 Oktoberfest,5.8,3321
1104422539,3,2.5,3.5,shippos,Winter Warmer,2,2.5,Winter Ale,5.6,1591
1299114623,4,4,4,AlCaponeJunior,American Strong Ale,4,4.5,Oaked Arrogant Bastard Ale,7.2,8951
1265509185,4,4.5,4,alcstradamus,Doppelbock,3.5,4.5,Dark Horse Perkulator Coffee Dopplebock,7.5,39129
1178153234,4,4.5,4.5,Viggo,American IPA,4.5,4.5,AleSmith IPA,7.25,3916
1210943247,3,4,4,AlexJ,Bock,3.5,3,Highland The Shining Rock Lager,6,42446
1296884661,4,4,4,joemcgrath27,Saison / Farmhouse Ale,3.5,4.5,Farmhand Ale,5.5,46708
1278911440,4.5,3.5,5,mactrail,Doppelbock,3.5,4,He'Brew Rejewvenator (Year Of The Grape) 2010,8.2,58693
1213381552,3,3,4,Crosling,Old Ale,3.5,3.5,Imperial Brown Goose,9,19005
1195415191,4.5,4,4,jaxon53,American Double / Imperial IPA,4.5,4,Steelhead Double India Pale Ale,8.6,29078
1232081153,4,4,4,nc41,American Stout,4,4.5,Bell's Kalamazoo Stout,6,1117
1032553400,4.5,5,4.5,allboutbierge,Doppelbock,5,5,Ayinger Celebrator Doppelbock,6.7,131
1247341554,4,4,3.5,hopdog,American IPA,3.5,4,Mission IPA,6.8,39477
1230406767,3,3,3.5,NJpadreFan,Maibock / Helles Bock,3,3,Dundee Pale Bock Lager,6.2,21861
1082840665,4,3.5,4,merlin48,English Brown Ale,3.5,3,Turbodog,5.6,6
1259204609,4,3.5,4,brownbeer,Bock,3.5,3.5,Samuel Adams Winter Lager,5.5,101
1316284872,4,4,4,mdagnew,Vienna Lager,4,4,Kill Your Darlings,5,72939
1149204790,3.5,2,2.5,mrasskicktastic,American Porter,2.5,3.5,Road Dog Porter,6,206
1260923677,3,2,2,TLove,Hefeweizen,2.5,2.5,Hefeweizen,6,12496
1226801084,4.5,3.5,4.5,OlieIPA,American IPA,4.5,4,Masala Mama India Pale Ale,5.9,6368
1002560090,5,5,5,John,Belgian Strong Dark Ale,5,5,Maudite,8,33
1248750889,3,3,3,tdawgydog,American Double / Imperial Stout,4,3,Péché Mortel (Imperial Stout Au Cafe),9.5,10325
1102998678,4,4,3,Globetrotter,Märzen / Oktoberfest,3.5,4,Schmucker Märzen,5.5,21134
1142385028,4.5,5,4,taez555,American Barleywine,4.5,4.5,Old Ruffian Barley Wine,10.2,20931
1303062553,3.5,4,4,MlhopeTC,Euro Pale Lager,3.5,3,Kronenbourg 1664,5.9,3970
1245973888,4.5,4.5,4,flexabull,Hefeweizen,4.5,4,Sierra Nevada Kellerweis Hefeweizen,4.8,48434
1306864803,3.5,3,4,ktrillionaire,Belgian Strong Pale Ale,4,3,Melange A Trois Reserve Series Aged In French Oak Chardonnay Barrels,10,60376
1194117150,4,3,3.5,Viggo,English Pale Ale,3.5,3,Ringwood Ale,5,12512
1018391176,4.5,4,4,Jason,Belgian Pale Ale,4.5,4.5,Korma Blonde Ale,5.6,1055
1266370622,4.5,4.5,4.5,dostom,Fruit / Vegetable Beer,4.5,4.5,Samuel Smith's Organic Strawberry Fruit Beer,5.2,47486
1306416173,4,3.5,4,bpw28,Russian Imperial Stout,4,4,Heresy,8,18198
1295415401,4.5,4,4,minterro,American IPA,4.5,4.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
1023040162,3,3,2.5,psugrad98,Light Lager,2,3,Genny Light,3.6,855
1041616409,3.5,4,3.5,kunzbrew,Scottish Ale,4,4,Hibernator,5.6,271
1164948964,4,4,4,unclederby,American Double / Imperial IPA,4.5,4,Steelhead Double India Pale Ale,8.6,29078
1118684697,4.5,4,4,brewdlyhooked13,American Porter,5,5,Highland Oatmeal Porter,5.8,6088
1250995881,4.5,3,3,squirrelpirate,American Dark Wheat Ale,4,3,Saranac Amber Wheat,4.8,48543
1239501588,3,2,2.5,TippySelenoid,American Adjunct Lager,3,3,Landshark Lager,4.7,34804
1310838269,3,2.5,3,Citadel82,American Adjunct Lager,3,3,Tiger Beer,5,2176
1234248745,3.5,3.5,3.5,ChokeHold,Hefeweizen,3,4,Hacker-Pschorr Hefe Weisse Natürtrub,5.5,772
1318733752,3.5,3.5,4.5,Bendurgin,Pumpkin Ale,4,3.5,La Parcela,6,45723
1171346908,3.5,4,3.5,stevete13,English Pale Ale,3.5,3.5,Samuel Smith's Old Brewery Pale Ale,5,575
1274780875,4,4,3,BlackHaddock,American IPA,3.5,4,Union Jack India Pale Ale,7.5,38180
1287508620,3.5,3.5,4,StJamesGate,Belgian IPA,4,4,Belgica,7.2,49436
1271027446,3,3.5,4,donkeyrunner,American IPA,3.5,3.5,Wipeout I.P.A.,7,33243
1181736868,2.5,3,3,giblet,American Adjunct Lager,3,2,Sol,4.5,2803
1089601204,4.5,4.5,4.5,connecticutpoet,Old Ale,4.5,4.5,Adam,10,945
1216566011,4,2.5,3.5,aerozeppl,Euro Pale Lager,2.5,2.5,Argo,,10216
1188139942,4,4,4,haz77,Lambic - Fruit,4,4,Lindemans Framboise,2.5,599
1321927256,4,4,3,UCLABrewN84,American Amber / Red Lager,3,4,Session Fest,6.2,73629
1076213293,3,3,3,Zorro,Euro Pale Lager,3,3.5,Tennent's Lager,5,161
1275372154,3,4,4.5,ncfrey,American Double / Imperial Stout,5,3.5,30th Anniversary - Fritz And Ken's Ale,9.2,56761
1167005881,4.5,4,4.5,alexgash,American Brown Ale,4.5,4.5,Bender,5.1,28165
1031167255,5,4.5,4,Lupe,English Porter,4.5,5,"Samuel Smith's, The Famous Taddy Porter",5,572
1233011662,4,4,3.5,Indulgence,American Double / Imperial Stout,3.5,3.5,BrewDog Paradox Isle Of Arran (Batch 016),10,46718
1084465393,3.5,4,4,bieristgut,Irish Dry Stout,3,3.5,Murphy's Irish Stout,4,703
1190163209,4.5,5,4.5,malty,Extra Special / Strong Bitter (ESB),4,4,Harvest Ale,5.6,38488
1234234698,4.5,4.5,4,indiapaleale,American IPA,4,4.5,Founders Centennial IPA,7.2,5441
1316480092,4,3,3.5,kbuzz,American Stout,4.5,4,Bell's Kalamazoo Stout,6,1117
1293758742,2,4,4.5,TheOtherMike,American IPA,3.5,3,Stone IPA (India Pale Ale),6.9,88
1309911663,4,4,4,illidurit,Weizenbock,4,4,Best Of Beer Camp: Weizenbock - Beer Camp #37,6.8,69070
1323267502,2.5,3.5,3,Jeffo,American Double / Imperial Stout,2,2,Splinter Black,11,62792
1320281689,4,4,3.5,DrinkingDrake,American Strong Ale,3.5,4,Great Lakes Nosferatu,8,1792
1177646399,3.5,3.5,3.5,Shadman,Munich Helles Lager,4,3,Rebel,5,36340
1301897632,4,4,4,Duhast500,American IPA,4,4,Titan IPA,7.1,11922
1159850592,4.5,4,4.5,UncleJimbo,Munich Dunkel Lager,4.5,4,Kronenhof Dunkel,,33047
1226967001,3.5,3,4,Biscuit033,Dubbel,3,2.5,Blue Moon Winter Abbey Ale,5.6,63224
1244580111,3,2.5,3,stockingcpl,Saison / Farmhouse Ale,3,3.5,Great Lakes Grassroots Ale,6.2,45558
1217735210,4.5,4,2.5,lawman834,Belgian Pale Ale,3.5,4,Springboard,6.2,34717
1229909364,4,4,4,WakeandBake,Belgian Strong Pale Ale,4,4.5,Matilda,7,4318
1257308051,2.5,3,4,brewerdrew,American Stout,2.5,3,Steelhead Extra Stout,6.6,1443
1304714357,4.5,4,4,Rifugium,Fruit / Vegetable Beer,4.5,4.5,Founders Cerise,6.5,48911
1166490280,4,4.5,4,bjohnson,Oatmeal Stout,4.5,4,Dark Horse One Oatmeal Stout Ale,8,5490
1306287610,3.5,4,4,PDXHops,Russian Imperial Stout,3.5,3.5,Sexual Chocolate,9.75,35284
1270866398,3,4.5,5,jlindros,American Double / Imperial Stout,4.5,4,30th Anniversary - Fritz And Ken's Ale,9.2,56761
1217035454,3,4,4,ibbjamin,Baltic Porter,3,3.5,Gonzo Imperial Porter,9.2,24071
1299988014,2,4,5,woodychandler,American Porter,2,2,Pile O' Dirt Porter,6,61275
1162063236,4,4.5,4,stewdawg,American IPA,4,4.5,Hop Hearty Ale,6.1,1956
1232814532,3,2.5,3.5,BlackHaddock,English Pale Ale,3,3,Caesar,6,34232
1282693196,4,4.5,4,Anthony1,American Double / Imperial Stout,4,4,AleSmith Speedway Stout - Barrel Aged,12,31484
1274834967,4.5,4,5,TheJollyHop,Quadrupel (Quad),4.5,4.5,Trappistes Rochefort 10,11.3,645
1138490436,3.5,3,3.5,VoodooBrew,Vienna Lager,3,3.5,Samuel Adams Boston Lager,4.9,104
1307384363,3.5,3.5,3.5,Rifugium,Altbier,3.5,3.5,Über Frog,,69775
1239080009,3,3,4,dustinTN,American IPA,3,3,Jockamo IPA,6.5,39390
1262575458,3.5,4,3.5,DoubleJ,American Porter,4,4,Porter,8,49294
1249962333,4.5,4,4,glid02,Belgian Strong Pale Ale,4,4,Pisgah Abbey Ale,7,49309
1234915633,3.5,3.5,4,morebeergood,Irish Dry Stout,3.5,4,Stouterik,4.5,38707
1281911556,2.5,2.5,3.5,LacquerHead,Munich Dunkel Lager,2.5,2.5,Warsteiner Premium Dunkel,4.9,1611
1111850256,4,4.5,4,Stimack,American Strong Ale,4,4,Wailing Wench,8,13726
1319768872,4.5,4.5,4.5,Centennial,American Double / Imperial Stout,4.5,4.5,Founders CBS Imperial Stout,10.6,47658
1289166526,4.5,5,4.5,Beerandraiderfan,American Double / Imperial Stout,4.5,5,Cherry Chocolate Rain,19.5,61328
1055146843,4.5,4,4.5,pezoids,Munich Helles Lager,4,4,Great Lakes Locktender Lager,4.8,3850
1108066814,5,5,5,SKuZ,Scotch Ale / Wee Heavy,5,5,Kilt Lifter Scotch Ale,8,4041
1282348766,4,4,4,ocelot2500,American Blonde Ale,4,4,Hoptober Golden Ale,6,51991
1233580874,4,4,4,tmoneyba,Wheatwine,4,4,Terrapin Gamma Ray,11,45275
1299203887,5,4.5,5,UCLABrewN84,American Double / Imperial IPA,4.5,5,Knuckle Sandwich,10,54745
1227230306,4,3.5,4,GRPunk,Dunkelweizen,4,3.5,Erdinger Weissbier Dunkel,5.6,2041
1169645552,3.5,3.5,4,Jredner,American Porter,3.5,3.5,Atwater Vanilla Java Porter,6,33336
1248900914,2,2.5,3,biegaman,American Pale Ale (APA),2.5,2.5,Horny Goat Hopped Up 'N Horny,5.3,49303
1166221498,1.5,2,3,Osurak,American IPA,2,2,Mill City IPA,,1142
1230433596,4,3,3.5,ddtprm,Kölsch,3,4,Tire Bite Golden Ale,5.1,2151
1308278488,4,3.5,4,MrVonzipper,American IPA,4,4,Full Sail IPA,6,942
1180801693,4,3.5,3.5,ggaughan,Belgian Strong Pale Ale,4,4,Demolition 1800 Ale,8,1304
1285377477,3,4,4,connecticutpoet,American IPA,3,3,Samuel Adams Latitude 48 IPA,6,57252
1269035372,4.5,4,4,Kendo,American IPA,4.5,4,Flower Power India Pale Ale,7.5,6076
1287761392,3,4,4,Wisconsinality,Bière de Garde,3,3,Cuvée Du 7ème,7.5,30851
1207451123,4,3.5,4,phisig137,American Strong Ale,4,3.5,Wolfe's Trap Ale,,37168
